5,1568,1760
5,1504,1632
5,1440,1632
5,1376,1696
5,1376,1632
5,1568,1632
5,1632,1632
5,1696,1632
5,1696,1568
5,1696,1504
5,1696,1440
5,1696,1376
5,1696,1312
5,1696,1248
5,1696,1184
5,1696,1120
5,1696,1056
5,1696,992
5,1696,928
5,1632,928
5,1632,992
5,1568,992
5,1568,928
5,1504,928
5,1440,928
5,1376,928
5,1440,992
5,1440,1056
5,1440,1120
5,1504,1120
5,1568,1056
5,1504,992
5,1376,1056
5,1376,1120
5,1376,992
5,1504,1056
5,1632,1056
5,1632,1120
5,1568,1120
5,1376,1312
5,1376,1376
5,1376,1248
5,1376,1184
5,1440,1248
5,1440,1312
5,1440,1184
5,1504,1184
5,1568,1184
5,1568,1248
5,1632,1184
5,1568,1312
5,1568,1376
5,1632,1312
5,1632,1248
5,1632,1376
5,1504,1248
5,1504,1312
5,1504,1376
5,1504,1440
5,1504,1504
5,1440,1440
5,1440,1376
5,1440,1504
5,1376,1504
5,1376,1568
5,1440,1568
5,1376,1440
5,1568,1568
5,1568,1504
5,1568,1440
5,1504,1568
5,1632,1568
5,1632,1504
5,1632,1440
5,1632,672
5,1632,608
5,1696,608
5,1696,544
5,1632,544
5,1632,480
5,1696,672
5,1568,608
5,1504,608
5,1440,672
5,1376,672
5,1376,608
5,1440,608
5,1504,672
5,1568,672
5,1568,544
5,1568,480
5,1568,416
5,1632,416
5,1632,352
5,1696,352
5,1696,416
5,1696,480
5,1504,352
5,1504,416
5,1504,480
5,1504,544
5,1440,480
5,1440,416
5,1440,352
5,1568,352
5,1376,352
5,1440,544
5,224,1056
5,160,1056
5,96,1056
5,96,1120
5,160,1120
5,160,1184
5,160,1248
5,224,1184
5,224,1120
5,224,1248
5,96,1184
5,96,1248
5,96,1312
5,32,1312
5,160,1312
5,224,1312
5,160,1376
5,160,1440
5,96,1440
5,96,1376
5,224,1440
5,224,1376
5,160,1696
5,96,1696
5,96,1760
5,96,1824
5,96,1888
5,32,1888
5,32,1824
5,160,1824
5,224,1824
5,224,1760
5,224,1696
5,160,1888
5,224,1888
5,160,1760
2,32,928,0,96,224,1
2,32,1568,2,736,224,1
2,672,1568,3,96,224,1
2,1760,800,0,96,224,1
2,1248,544,0,96,224,1
2,800,992,0,96,224,1
2,352,544,0,96,224,1
2,1184,1888,0,96,224,0
2,1248,1888,0,96,224,0
2,1312,1888,0,96,224,0
2,416,1888,0,96,224,0
2,352,1888,0,96,224,0
2,288,1888,0,96,224,0
